The 9 50.0
Hickory 6 33.333333333333336
clock 6 33.333333333333336
dock 6 33.333333333333336
mouse 6 33.333333333333336
dickory 4 22.22222222222222
ran 4 22.22222222222222
struck 3 16.666666666666668
the 3 16.666666666666668
up 3 16.666666666666668
Dickory 2 11.11111111111111
said 2 11.11111111111111
BOO 1 5.555555555555555
WHEEEEE 1 5.555555555555555
down 1 5.555555555555555
one 1 5.555555555555555
three 1 5.555555555555555
two 1 5.555555555555555
